Date,10TC_SCURMON,10TC_S+1MON,10TC_S+2MON,10TC_S+3MON,10TC_S+4MON,10TC_S+5MON,10TC_SCURQ,10TC_S+1Q,10TC_S+2Q,10TC_S+3Q,10TC_S+4Q,10TC_S+1CAL,10TC_S+2CAL,10TC_S+3CAL,10TC_S+4CAL,10TC_S+5CAL,10TC_S+6CAL,10TC_S+7CAL
2021-09-24,36433.0,38529.0,38050.0,35004.0,28533.0,,34306.0,37194.0,26642.0,24721.0,20763.0,22700.0,14721.0,12633.0,11767.0,10967.0,10642.0,10367.0
2021-09-27,36500.0,38858.0,38683.0,35383.0,29233.0,,34328.0,37642.0,26979.0,24904.0,20971.0,23058.0,14808.0,12683.0,11775.0,11000.0,10642.0,10367.0
2021-09-28,36517.0,38633.0,38550.0,35425.0,29542.0,,34334.0,37536.0,27175.0,25075.0,21258.0,23208.0,14867.0,12725.0,11792.0,11025.0,10642.0,10367.0
2021-09-29,36475.0,37808.0,37875.0,34958.0,29625.0,,34320.0,36881.0,26992.0,24783.0,21108.0,22925.0,14758.0,12692.0,11750.0,11013.0,10625.0,10354.0
2021-09-30,38008.0,38058.0,35108.0,29817.0,26125.0,,37058.0,27067.0,24642.0,21025.0,18908.0,22911.0,14733.0,12667.0,11750.0,11013.0,10625.0,10354.0
2021-10-01,38579.0,38467.0,35183.0,30350.0,26067.0,,37410.0,27317.0,24708.0,21013.0,18942.0,22995.0,14808.0,12688.0,11783.0,11058.0,10625.0,10354.0
2021-10-04,38458.0,38542.0,35283.0,30433.0,26063.0,,37428.0,27342.0,24738.0,20971.0,18967.0,23004.0,14800.0,12679.0,11783.0,11067.0,10625.0,10350.0
2021-10-05,39296.0,40413.0,37500.0,32625.0,27525.0,,39070.0,29500.0,26083.0,21742.0,19617.0,24236.0,15100.0,12842.0,11858.0,11121.0,10700.0,10383.0
2021-10-06,38833.0,40017.0,37742.0,33000.0,27792.0,,38864.0,29771.0,27083.0,22633.0,20375.0,24966.0,15225.0,12925.0,11921.0,11213.0,10775.0,10442.0
2021-10-07,38425.0,39558.0,37542.0,32621.0,27454.0,,38508.0,29483.0,26583.0,22154.0,19813.0,24508.0,14963.0,12842.0,11883.0,11204.0,10750.0,10433.0
2021-10-08,38600.0,39867.0,37842.0,32750.0,27667.0,,38770.0,29954.0,27204.0,22313.0,20013.0,24871.0,15267.0,12938.0,11904.0,11238.0,10754.0,10458.0
2021-10-11,38583.0,40117.0,38442.0,33292.0,28292.0,,39047.0,30417.0,27833.0,22508.0,20200.0,25240.0,15521.0,13033.0,11958.0,11271.0,10783.0,10475.0
2021-10-12,38783.0,40483.0,38792.0,33708.0,28542.0,,39353.0,30946.0,28896.0,23396.0,20879.0,26029.0,15908.0,13108.0,12021.0,11317.0,10813.0,10508.0
2021-10-13,38792.0,41121.0,39788.0,33871.0,28667.0,,39900.0,30992.0,29000.0,23688.0,20813.0,26123.0,16121.0,13458.0,12104.0,11413.0,10871.0,10567.0
2021-10-14,38942.0,41950.0,40292.0,34583.0,28917.0,,40395.0,31450.0,28917.0,23792.0,20763.0,26231.0,16467.0,13546.0,12129.0,11438.0,10892.0,10579.0
2021-10-15,39175.0,41267.0,39750.0,34313.0,28708.0,,40064.0,31133.0,28196.0,23267.0,20346.0,25736.0,15908.0,13425.0,12096.0,11429.0,10867.0,10575.0
2021-10-18,39129.0,41338.0,39921.0,34313.0,28763.0,,40129.0,31071.0,28092.0,23229.0,20229.0,25655.0,15738.0,13363.0,12108.0,11467.0,10863.0,10592.0
2021-10-19,39021.0,41529.0,40267.0,34396.0,28813.0,,40272.0,31192.0,28175.0,23475.0,20400.0,25811.0,15771.0,13400.0,12133.0,11492.0,10896.0,10617.0
2021-10-20,38933.0,40542.0,39617.0,33875.0,28083.0,,39697.0,29975.0,27533.0,23396.0,20304.0,25302.0,15625.0,13308.0,12075.0,11467.0,10875.0,10617.0
2021-10-21,38642.0,39604.0,38146.0,32733.0,27350.0,,38797.0,28929.0,26817.0,22746.0,19788.0,24570.0,15125.0,13133.0,11996.0,11433.0,10854.0,10600.0
2021-10-22,38383.0,37800.0,35733.0,31083.0,26125.0,,37305.0,27121.0,25979.0,22079.0,19496.0,23669.0,14767.0,12850.0,11858.0,11317.0,10804.0,10567.0
2021-10-25,38250.0,36950.0,34875.0,29250.0,24108.0,,36692.0,25375.0,24633.0,21425.0,18917.0,22588.0,14333.0,12642.0,11800.0,11258.0,10767.0,10550.0
2021-10-26,38308.0,34854.0,32104.0,26400.0,21854.0,,35089.0,22633.0,21708.0,19925.0,17667.0,20484.0,13883.0,12308.0,11713.0,11204.0,10721.0,10533.0
2021-10-27,38146.0,33875.0,31125.0,24575.0,21233.0,,34382.0,21967.0,20542.0,19200.0,17475.0,19796.0,13658.0,12242.0,11663.0,11188.0,10713.0,10533.0
2021-10-28,38096.0,33342.0,32750.0,26458.0,22208.0,,34729.0,23817.0,21750.0,19708.0,17667.0,20736.0,14017.0,12450.0,11738.0,11229.0,10754.0,10583.0
2021-10-29,33183.0,32338.0,26583.0,22083.0,22442.0,,34513.0,23703.0,21417.0,19525.0,17608.0,20563.0,13933.0,12417.0,11758.0,11279.0,10746.0,10575.0
2021-11-01,30517.0,29208.0,24083.0,19767.0,20475.0,,32581.0,21442.0,19450.0,17458.0,16083.0,18608.0,13108.0,12100.0,11667.0,11208.0,10692.0,10533.0
2021-11-02,26217.0,25108.0,20167.0,16767.0,17733.0,,29781.0,18222.0,17708.0,16333.0,15125.0,16847.0,12633.0,11858.0,11550.0,11200.0,10667.0,10521.0
2021-11-03,25096.0,22896.0,18629.0,15617.0,16508.0,,28670.0,16918.0,16708.0,15875.0,14683.0,16046.0,12350.0,11742.0,11475.0,11175.0,10667.0,10529.0
2021-11-04,26208.0,25000.0,20292.0,17008.0,17992.0,,29742.0,18431.0,18279.0,17125.0,15875.0,17428.0,12958.0,12017.0,11638.0,11292.0,10750.0,10604.0
2021-11-05,26283.0,25242.0,21708.0,18450.0,19308.0,,29848.0,19822.0,19504.0,18042.0,16708.0,18519.0,13392.0,12183.0,11721.0,11350.0,10800.0,10650.0
2021-11-08,27000.0,26892.0,23838.0,20979.0,21479.0,,30637.0,22099.0,21400.0,18867.0,17608.0,19994.0,13917.0,12567.0,11808.0,11421.0,10871.0,10683.0
2021-11-09,26663.0,26042.0,23142.0,20725.0,21250.0,,30241.0,21706.0,21225.0,18525.0,17375.0,19708.0,13650.0,12325.0,11725.0,11392.0,10838.0,10650.0
2021-11-10,25696.0,24400.0,21400.0,19208.0,19929.0,,29371.0,20179.0,20058.0,17954.0,16829.0,18755.0,13038.0,12075.0,11600.0,11321.0,10783.0,10617.0
2021-11-11,25167.0,23754.0,20750.0,18333.0,19042.0,,28980.0,19375.0,19071.0,17363.0,16258.0,18017.0,12954.0,12004.0,11542.0,11300.0,10758.0,10596.0
2021-11-12,25400.0,24242.0,21004.0,18638.0,19513.0,,29220.0,19718.0,19092.0,17317.0,16258.0,18096.0,12996.0,12083.0,11575.0,11333.0,10783.0,10613.0
2021-11-15,25967.0,24542.0,22000.0,19058.0,19808.0,,29509.0,20289.0,19725.0,17692.0,16283.0,18497.0,13033.0,12067.0,11608.0,11342.0,10800.0,10625.0
2021-11-16,25371.0,22608.0,19900.0,17583.0,18400.0,,28666.0,18628.0,18546.0,17042.0,15783.0,17500.0,12717.0,11971.0,11592.0,11333.0,10792.0,10613.0
2021-11-17,25442.0,22733.0,19458.0,17333.0,18208.0,,28731.0,18333.0,18325.0,17479.0,16229.0,17592.0,12725.0,11979.0,11592.0,11338.0,10796.0,10621.0
2021-11-18,25792.0,23117.0,20683.0,18450.0,19317.0,,28976.0,19484.0,19054.0,17942.0,16758.0,18310.0,12958.0,12008.0,11625.0,11371.0,10817.0,10633.0
2021-11-19,26025.0,24333.0,21967.0,20292.0,21167.0,,29459.0,21142.0,19917.0,18625.0,17542.0,19306.0,13304.0,12200.0,11733.0,11421.0,10858.0,10671.0
2021-11-22,26108.0,24333.0,22292.0,20996.0,21696.0,,29486.0,21661.0,20417.0,18746.0,17829.0,19664.0,13513.0,12396.0,11833.0,11513.0,10954.0,10763.0
2021-11-23,26183.0,23667.0,21367.0,20083.0,20708.0,,29289.0,20719.0,19929.0,18158.0,17408.0,19054.0,13329.0,12308.0,11800.0,11496.0,10946.0,10771.0
2021-11-24,26375.0,25908.0,23450.0,21825.0,22092.0,,30100.0,22456.0,20938.0,18658.0,17646.0,19925.0,13629.0,12433.0,11883.0,11525.0,10967.0,10783.0
2021-11-25,26396.0,26354.0,23875.0,21908.0,22229.0,,30256.0,22671.0,21104.0,18779.0,17550.0,20026.0,13717.0,12500.0,11871.0,11525.0,10967.0,10783.0
2021-11-26,26396.0,25908.0,23292.0,20792.0,21317.0,,30107.0,21800.0,20833.0,18558.0,17275.0,19617.0,13550.0,12525.0,11854.0,11525.0,11000.0,10792.0
2021-11-29,26379.0,26554.0,24408.0,21667.0,22142.0,,30317.0,22739.0,21463.0,18833.0,17471.0,20127.0,13871.0,12617.0,11925.0,11567.0,11033.0,10825.0
2021-11-30,26067.0,24333.0,21600.0,22250.0,21500.0,,30081.0,22728.0,21629.0,19204.0,17846.0,20352.0,14013.0,12675.0,11967.0,11608.0,11058.0,10833.0
2021-12-01,27433.0,25250.0,22767.0,23233.0,22358.0,,30536.0,23750.0,22350.0,19642.0,18104.0,20962.0,14150.0,12742.0,12000.0,11654.0,11092.0,10863.0
2021-12-02,27521.0,25483.0,22329.0,23100.0,22725.0,,30565.0,23637.0,22783.0,19900.0,18383.0,21176.0,14288.0,12779.0,12033.0,11671.0,11108.0,10883.0
2021-12-03,28750.0,26875.0,23542.0,24708.0,24100.0,,30975.0,25042.0,24150.0,20875.0,19167.0,22308.0,14775.0,12921.0,12150.0,11796.0,11225.0,10992.0
2021-12-06,28563.0,26667.0,23758.0,24925.0,24325.0,,30913.0,25117.0,24263.0,20846.0,18875.0,22275.0,14788.0,12975.0,12158.0,11808.0,11242.0,11000.0
2021-12-07,27838.0,25917.0,23842.0,24617.0,24133.0,,30671.0,24792.0,24250.0,20729.0,19004.0,22194.0,14871.0,12975.0,12192.0,11842.0,11267.0,11033.0
2021-12-08,27121.0,25025.0,22750.0,23533.0,23567.0,,30432.0,23770.0,23550.0,20529.0,18721.0,21642.0,14771.0,12921.0,12150.0,11800.0,11267.0,11033.0
2021-12-09,27217.0,24646.0,22642.0,23667.0,23254.0,,30464.0,23652.0,23146.0,20483.0,18792.0,21518.0,14671.0,12821.0,12083.0,11792.0,11258.0,11033.0
2021-12-10,27285.0,24600.0,22745.0,23795.0,23355.0,,30487.0,23713.0,22950.0,20400.0,18790.0,21464.0,14695.0,12900.0,12120.0,11800.0,11290.0,11070.0
2021-12-13,27225.0,24500.0,22658.0,23658.0,23346.0,,30467.0,23606.0,22829.0,20329.0,18796.0,21390.0,14638.0,12879.0,12117.0,11800.0,11283.0,11067.0
2021-12-14,27017.0,22783.0,21067.0,22367.0,22550.0,,30397.0,22072.0,21938.0,19917.0,18425.0,20588.0,14438.0,12721.0,12050.0,11771.0,11267.0,11058.0
2021-12-15,27138.0,23129.0,20863.0,21704.0,22358.0,,30438.0,21899.0,21729.0,19329.0,17933.0,20223.0,14392.0,12717.0,12000.0,11721.0,11267.0,11058.0
2021-12-16,27146.0,23042.0,20925.0,21950.0,22425.0,,30440.0,21972.0,21875.0,19446.0,17983.0,20319.0,14425.0,12750.0,12033.0,11738.0,11258.0,11067.0
2021-12-17,27117.0,22467.0,20738.0,22000.0,22258.0,,30431.0,21735.0,21850.0,19700.0,17946.0,20308.0,14513.0,12775.0,12050.0,11767.0,11292.0,11083.0
2021-12-20,27158.0,23267.0,21342.0,23108.0,22921.0,,30444.0,22572.0,22650.0,20171.0,18350.0,20936.0,14679.0,12888.0,12117.0,11804.0,11342.0,11117.0
2021-12-21,27100.0,23392.0,21533.0,23342.0,23013.0,,30425.0,22756.0,22854.0,20571.0,18604.0,21196.0,14771.0,12933.0,12142.0,11808.0,11350.0,11133.0
2021-12-22,27096.0,23858.0,22442.0,24125.0,23442.0,,30424.0,23475.0,23717.0,21479.0,19279.0,21988.0,15475.0,13158.0,12258.0,11879.0,11438.0,11218.0
2021-12-23,27071.0,23875.0,22875.0,23850.0,23483.0,,30415.0,23533.0,23558.0,21583.0,19458.0,22034.0,15454.0,13142.0,12233.0,11904.0,11438.0,11217.0
2021-12-24,23313.0,22333.0,23000.0,23271.0,23242.0,,22882.0,23225.0,21192.0,19325.0,15667.0,15379.0,13100.0,12233.0,11904.0,11438.0,11217.0,11050.0
2022-01-04,23483.0,23292.0,23650.0,24000.0,23667.0,,23475.0,23850.0,21958.0,20292.0,16375.0,16083.0,13233.0,12311.0,12342.0,11575.0,11317.0,11158.0
2022-01-05,22625.0,22933.0,23658.0,24042.0,23708.0,,23072.0,23917.0,21875.0,20233.0,16350.0,16067.0,13167.0,12319.0,12392.0,11575.0,11317.0,11158.0
2022-01-06,22483.0,22983.0,23583.0,23850.0,23633.0,,23016.0,23592.0,21592.0,19767.0,16292.0,15942.0,13075.0,12261.0,12392.0,11575.0,11317.0,11158.0
2022-01-07,22275.0,22900.0,23742.0,23992.0,23867.0,,22972.0,24017.0,22008.0,20242.0,16342.0,16167.0,13167.0,12308.0,12408.0,11592.0,11333.0,11183.0
2022-01-10,21008.0,21617.0,22542.0,23042.0,23008.0,,21722.0,22917.0,21463.0,19858.0,15992.0,15950.0,13075.0,12292.0,12150.0,11588.0,11329.0,11183.0
2022-01-11,20950.0,21483.0,22808.0,23450.0,23208.0,,21747.0,23358.0,21558.0,19842.0,16042.0,16083.0,13175.0,12308.0,12117.0,11633.0,11350.0,11208.0
2022-01-12,20967.0,21704.0,22963.0,23596.0,23358.0,,21878.0,23525.0,21825.0,19829.0,16150.0,16283.0,13367.0,12392.0,12158.0,11654.0,11400.0,11267.0
2022-01-13,20700.0,20921.0,22725.0,23433.0,23271.0,,21449.0,23183.0,21800.0,19658.0,16067.0,16217.0,13400.0,12425.0,12167.0,11671.0,11425.0,11275.0
2022-01-14,20775.0,21033.0,23058.0,23483.0,23292.0,,21622.0,23129.0,21783.0,19646.0,16158.0,16429.0,13513.0,12500.0,12208.0,11733.0,11438.0,11279.0
2022-01-17,20671.0,20308.0,22529.0,23000.0,22858.0,,21169.0,22579.0,21696.0,19646.0,16067.0,16400.0,13604.0,12550.0,12242.0,11733.0,11438.0,11279.0
2022-01-18,20400.0,19042.0,21025.0,22167.0,22042.0,,20156.0,21600.0,21017.0,19183.0,15867.0,16092.0,13563.0,12550.0,12238.0,11725.0,11433.0,11275.0
2022-01-19,20529.0,17792.0,19700.0,21142.0,21225.0,,19340.0,20617.0,20538.0,18983.0,15517.0,15729.0,13417.0,12525.0,12208.0,11704.0,11417.0,11250.0
2022-01-20,20725.0,20125.0,22250.0,22792.0,22517.0,,21033.0,22458.0,21625.0,19908.0,16079.0,16175.0,13696.0,12683.0,12242.0,11725.0,11467.0,11292.0
2022-01-21,20667.0,19642.0,21933.0,22417.0,22200.0,,20747.0,22150.0,21583.0,19750.0,15983.0,16217.0,13675.0,12692.0,12225.0,11708.0,11458.0,11296.0
2022-01-24,20783.0,20583.0,23275.0,23667.0,23375.0,,21547.0,23592.0,22433.0,20225.0,16133.0,16333.0,13758.0,12725.0,12233.0,11750.0,11475.0,11300.0
2022-01-25,20567.0,19471.0,22213.0,22579.0,22396.0,,20750.0,22396.0,21613.0,19571.0,15792.0,15908.0,13592.0,12692.0,12208.0,11733.0,11458.0,11283.0
2022-01-26,20504.0,18804.0,21658.0,21879.0,21858.0,,20322.0,21779.0,21121.0,19229.0,15592.0,15783.0,13533.0,12675.0,12200.0,11738.0,11458.0,11279.0
2022-01-27,20504.0,18954.0,22371.0,22775.0,22667.0,,20610.0,22792.0,21942.0,20192.0,15833.0,15954.0,13658.0,12742.0,12225.0,11771.0,11475.0,11304.0
2022-01-28,20508.0,19146.0,22917.0,23771.0,23458.0,,20857.0,23854.0,22779.0,20838.0,15958.0,16075.0,13742.0,12783.0,12254.0,11800.0,11492.0,11325.0
2022-01-31,19100.0,22879.0,23692.0,23667.0,23579.0,,20811.0,23646.0,22758.0,20796.0,15854.0,16088.0,13733.0,12783.0,12254.0,11817.0,11500.0,11325.0
2022-02-01,18992.0,22996.0,23858.0,24025.0,23842.0,,20814.0,23908.0,22833.0,20721.0,15833.0,16125.0,13746.0,12783.0,12254.0,11825.0,11554.0,11325.0
2022-02-02,19692.0,23783.0,24333.0,24633.0,24183.0,,21310.0,24383.0,23646.0,21213.0,15942.0,16258.0,13775.0,12800.0,12263.0,11867.0,11554.0,11325.0
2022-02-03,19683.0,23904.0,24496.0,24692.0,24200.0,,21347.0,24463.0,23675.0,21142.0,15983.0,16279.0,13775.0,12800.0,12263.0,11875.0,11563.0,11321.0
2022-02-04,20100.0,25104.0,25392.0,25417.0,24775.0,,21886.0,25195.0,24517.0,22058.0,16179.0,16579.0,13888.0,12871.0,12317.0,11904.0,11575.0,11333.0
2022-02-07,20875.0,26500.0,26733.0,26350.0,25500.0,,22610.0,26195.0,24975.0,22425.0,16467.0,16792.0,13992.0,12917.0,12350.0,11942.0,11600.0,11363.0
2022-02-08,21550.0,27283.0,28300.0,27158.0,26058.0,,23096.0,27172.0,26413.0,23596.0,16829.0,17158.0,14167.0,13058.0,12446.0,12008.0,11658.0,11417.0
2022-02-09,22817.0,28583.0,29396.0,28583.0,27275.0,,23952.0,28418.0,27450.0,24917.0,17133.0,17500.0,14283.0,13200.0,12542.0,12050.0,11704.0,11438.0
2022-02-10,23458.0,28250.0,28292.0,27633.0,26542.0,,24054.0,27489.0,26329.0,24313.0,17017.0,17300.0,14308.0,13275.0,12608.0,12117.0,11788.0,11508.0
2022-02-11,23892.0,28833.0,29875.0,28833.0,27592.0,,24393.0,28767.0,26888.0,25008.0,17233.0,17488.0,14458.0,13425.0,12717.0,12221.0,11875.0,11575.0
2022-02-14,23333.0,27958.0,28883.0,27854.0,26683.0,,23915.0,27807.0,25675.0,24004.0,17092.0,17300.0,14375.0,13417.0,12717.0,12233.0,11892.0,11583.0
2022-02-15,23492.0,28871.0,29208.0,28213.0,27063.0,,24273.0,28161.0,26167.0,24458.0,17167.0,17325.0,14421.0,13463.0,12733.0,12275.0,11908.0,11575.0
2022-02-16,23100.0,28158.0,28667.0,27708.0,26683.0,,23904.0,27686.0,25725.0,24063.0,17258.0,17433.0,14433.0,13475.0,12742.0,12275.0,11917.0,11592.0
2022-02-17,23146.0,28600.0,29525.0,28188.0,27271.0,,24067.0,28328.0,26279.0,24354.0,17388.0,17596.0,14529.0,13542.0,12800.0,12383.0,12033.0,11675.0
2022-02-18,23067.0,28667.0,29600.0,28283.0,27425.0,,24063.0,28436.0,26563.0,24563.0,17408.0,17542.0,14558.0,13554.0,12817.0,12417.0,12063.0,11700.0
2022-02-21,22938.0,28858.0,29625.0,28492.0,27633.0,,24084.0,28584.0,26863.0,24938.0,17475.0,17896.0,14667.0,13642.0,12883.0,12463.0,12104.0,11750.0
2022-02-22,22817.0,27942.0,28750.0,27938.0,27050.0,,23738.0,27913.0,26600.0,24708.0,17525.0,17917.0,14753.0,13665.0,12943.0,12506.0,12117.0,11758.0
2022-02-23,22892.0,29308.0,30517.0,29250.0,28300.0,,24218.0,29356.0,27333.0,25354.0,17725.0,18146.0,14838.0,13742.0,13000.0,12554.0,12133.0,11800.0
2022-02-24,22658.0,27392.0,28217.0,27008.0,26650.0,,23502.0,27292.0,25942.0,24142.0,16917.0,16967.0,14367.0,13467.0,12879.0,12513.0,12108.0,11800.0
2022-02-25,22813.0,28042.0,29208.0,28150.0,27342.0,,23770.0,28233.0,26954.0,24954.0,17300.0,17617.0,14533.0,13579.0,12904.0,12542.0,12108.0,11800.0
2022-02-28,26758.0,27350.0,26483.0,25850.0,25750.0,,23371.0,26561.0,25238.0,23917.0,16667.0,17079.0,14346.0,13438.0,12892.0,12508.0,12188.0,11800.0
2022-03-01,28175.0,28667.0,27808.0,26942.0,26500.0,,23843.0,27806.0,26158.0,24450.0,16867.0,17100.0,14475.0,13475.0,12900.0,12513.0,12200.0,11808.0
2022-03-02,28275.0,28908.0,28333.0,27292.0,26500.0,,23877.0,28178.0,26050.0,24200.0,16833.0,17054.0,14438.0,13500.0,12904.0,12513.0,12200.0,11808.0
2022-03-03,29350.0,30771.0,29592.0,28446.0,27708.0,,24235.0,29603.0,27292.0,25129.0,17200.0,17408.0,14563.0,13579.0,12979.0,12492.0,12275.0,11867.0
2022-03-04,30438.0,31963.0,30675.0,29125.0,28483.0,,24598.0,30588.0,27792.0,25683.0,17446.0,17525.0,14663.0,13679.0,13008.0,12517.0,12342.0,11921.0
2022-03-07,32017.0,34792.0,32808.0,30708.0,30000.0,,25124.0,32769.0,29075.0,26708.0,17913.0,18008.0,14913.0,13875.0,13425.0,12717.0,12467.0,12092.0
2022-03-08,32283.0,35533.0,33417.0,31225.0,30333.0,,25213.0,33392.0,29275.0,26508.0,17958.0,17933.0,14758.0,13779.0,13392.0,12742.0,12492.0,12117.0
2022-03-09,32933.0,37579.0,35563.0,32708.0,31417.0,,25429.0,35284.0,30396.0,27021.0,18042.0,17925.0,14758.0,13779.0,13392.0,12833.0,12492.0,12125.0
2022-03-10,31867.0,35167.0,33583.0,31383.0,30042.0,,25074.0,33378.0,28646.0,25642.0,17633.0,17546.0,14500.0,13608.0,13275.0,12775.0,12442.0,12117.0
2022-03-11,31242.0,34579.0,32833.0,30933.0,29458.0,,24866.0,32782.0,27925.0,25083.0,17392.0,17296.0,14400.0,13450.0,13233.0,12738.0,12425.0,12129.0
2022-03-14,30292.0,31425.0,30000.0,28558.0,27500.0,,24549.0,29995.0,24979.0,22896.0,16729.0,16658.0,13983.0,13183.0,13083.0,12700.0,12400.0,12117.0
2022-03-15,29983.0,31000.0,29333.0,28000.0,27292.0,,24446.0,29444.0,24750.0,22750.0,16608.0,16446.0,13854.0,13100.0,13033.0,12700.0,12400.0,12117.0
2022-03-16,30433.0,33625.0,32442.0,30621.0,28875.0,,24596.0,32229.0,27000.0,24567.0,17063.0,16921.0,13988.0,13242.0,13154.0,12800.0,12483.0,12204.0
2022-03-17,30708.0,34842.0,33954.0,32088.0,29500.0,,24688.0,33628.0,28150.0,25125.0,17208.0,17113.0,13954.0,13325.0,13117.0,12829.0,12508.0,12258.0
2022-03-18,30625.0,34833.0,34063.0,32292.0,29500.0,,24660.0,33729.0,28200.0,25213.0,17200.0,17092.0,13971.0,13350.0,13125.0,12838.0,12533.0,12283.0
2022-03-21,31500.0,35125.0,34467.0,32292.0,30125.0,,24952.0,33961.0,28738.0,25496.0,17300.0,17192.0,14025.0,13392.0,13133.0,12817.0,12550.0,12317.0
2022-03-22,31800.0,35958.0,35542.0,33188.0,30750.0,,25052.0,34896.0,29592.0,26050.0,17596.0,17425.0,14129.0,13454.0,13142.0,12825.0,12558.0,12333.0
2022-03-23,31913.0,35000.0,35167.0,32967.0,30583.0,,25089.0,34378.0,29358.0,25650.0,17642.0,17375.0,14171.0,13442.0,13121.0,12800.0,12538.0,12317.0
2022-03-24,31713.0,33575.0,33683.0,31721.0,29108.0,,25023.0,32993.0,27546.0,24171.0,16967.0,16929.0,13971.0,13308.0,13033.0,12750.0,12508.0,12283.0
2022-03-25,31592.0,33275.0,33508.0,31725.0,29183.0,,24982.0,32836.0,27758.0,23958.0,16900.0,16829.0,13900.0,13275.0,13017.0,12750.0,12508.0,12283.0
2022-03-28,31279.0,31883.0,32333.0,31475.0,28833.0,,24878.0,31897.0,27325.0,23567.0,16717.0,16529.0,13796.0,13225.0,12983.0,12733.0,12500.0,12275.0
2022-03-29,31279.0,31750.0,32250.0,31167.0,28650.0,,24878.0,31722.0,27104.0,23146.0,16500.0,16308.0,13754.0,13167.0,12950.0,12700.0,12483.0,12267.0
2022-03-30,31288.0,32033.0,32929.0,31808.0,29233.0,,24881.0,32257.0,27858.0,23725.0,16792.0,16433.0,13854.0,13208.0,12975.0,12717.0,12504.0,12292.0
2022-03-31,30408.0,31304.0,30858.0,28642.0,27083.0,,30857.0,27083.0,23134.0,16300.0,16592.0,16175.0,13758.0,13258.0,12933.0,12696.0,12492.0,12283.0
2022-04-01,30058.0,31438.0,30933.0,28608.0,27083.0,,30810.0,27150.0,22992.0,16267.0,16500.0,16067.0,13763.0,13217.0,12958.0,12692.0,12492.0,12283.0
2022-04-04,29154.0,30558.0,30179.0,28200.0,26708.0,,29964.0,26658.0,22725.0,16017.0,16133.0,15767.0,13567.0,13158.0,12883.0,12650.0,12492.0,12283.0
2022-04-05,28458.0,29496.0,29413.0,27625.0,26333.0,,29122.0,26167.0,22250.0,15808.0,15842.0,15450.0,13425.0,13100.0,12850.0,12625.0,12479.0,12279.0
2022-04-06,27692.0,28683.0,28650.0,27125.0,25850.0,,28342.0,25633.0,21833.0,15683.0,15700.0,15358.0,13342.0,13075.0,12833.0,12625.0,12475.0,12279.0
2022-04-07,28204.0,29850.0,29725.0,27858.0,26575.0,,29260.0,26575.0,22892.0,15975.0,16033.0,15667.0,13508.0,13167.0,12904.0,12675.0,12496.0,12325.0
2022-04-08,28388.0,30288.0,30096.0,28225.0,26942.0,,29591.0,27125.0,23292.0,16354.0,16225.0,15804.0,13625.0,13163.0,12925.0,12700.0,12525.0,12317.0
2022-04-11,28083.0,29983.0,30075.0,28538.0,27283.0,,29380.0,27413.0,23171.0,16371.0,16355.0,15821.0,13617.0,13208.0,12958.0,12708.0,12533.0,12329.0
2022-04-12,28163.0,30271.0,30413.0,28808.0,27688.0,,29616.0,27917.0,23617.0,16458.0,16508.0,15963.0,13700.0,13242.0,12975.0,12717.0,12542.0,12342.0
2022-04-13,28146.0,30583.0,30713.0,29213.0,28192.0,,29814.0,28375.0,23892.0,16625.0,16692.0,16079.0,13792.0,13271.0,13025.0,12783.0,12567.0,12375.0
2022-04-14,28958.0,32146.0,32167.0,30483.0,29375.0,,31090.0,29800.0,25096.0,17142.0,17250.0,16525.0,13888.0,13279.0,13017.0,12807.0,12579.0,12383.0
2022-04-19,29283.0,33033.0,33142.0,31558.0,30292.0,,31819.0,30700.0,25842.0,18083.0,17625.0,16758.0,14033.0,13433.0,13125.0,12882.0,12633.0,12442.0
2022-04-20,28925.0,31433.0,31758.0,30417.0,29375.0,,30705.0,29375.0,24917.0,17933.0,17508.0,16783.0,14083.0,13425.0,13125.0,12878.0,12625.0,12433.0
2022-04-21,29158.0,32375.0,32817.0,31267.0,30000.0,,31450.0,30150.0,25633.0,18417.0,17933.0,17163.0,14346.0,13517.0,13142.0,12883.0,12646.0,12450.0
2022-04-22,29192.0,32767.0,33325.0,31833.0,30458.0,,31761.0,30625.0,25875.0,18792.0,18350.0,17417.0,14721.0,13613.0,13175.0,12883.0,12650.0,12454.0
2022-04-25,28892.0,30808.0,31433.0,30417.0,29258.0,,30378.0,29083.0,24750.0,18158.0,17842.0,16833.0,14475.0,13533.0,13129.0,12858.0,12633.0,12442.0
2022-04-26,28842.0,30933.0,31633.0,30563.0,29384.0,,30469.0,29304.0,24646.0,17858.0,17692.0,16721.0,14463.0,13529.0,13121.0,12850.0,12633.0,12442.0
2022-04-27,28888.0,31775.0,32208.0,31042.0,29875.0,,30957.0,29842.0,24992.0,17842.0,17650.0,16850.0,14508.0,13554.0,13138.0,12867.0,12646.0,12458.0
2022-04-28,28804.0,31308.0,32042.0,30958.0,29775.0,,30718.0,29721.0,24854.0,17783.0,17658.0,17071.0,14475.0,13458.0,13113.0,12854.0,12638.0,12446.0
2022-04-29,30821.0,32000.0,31017.0,29817.0,29092.0,,30540.0,29975.0,25021.0,17963.0,17767.0,17304.0,14600.0,13467.0,13138.0,12867.0,12646.0,12475.0
